801
300.04	612.7408815
300.51	591.0608815
300.98	578.5608815
301.45	568.0108815
301.92	553.4108815
302.55	546.2708815
303.02	541.6908815
303.49	540.6208815
303.96	542.7708815
304.43	544.8308815
305.05	550.7808815
305.52	559.3608815
305.99	564.6608815
306.46	569.3908815
306.93	583.3908815
307.56	588.0708815
308.03	601.4308815
308.5	602.2808815
308.97	612.0908815
309.44	618.6008815
310.06	628.9008815
310.53	635.8908815
311	641.1008815
311.47	654.8808815
311.94	671.6408815
312.57	684.6008815
313.04	706.0008815
313.51	727.3208815
313.98	751.9908815
314.45	792.8808815
315.07	818.5008815
315.54	860.5508815
316.01	892.5308815
316.48	925.8808815
316.95	994.0208815
317.57	1043.920882
318.04	1109.520882
318.51	1161.520882
318.98	1206.320882
319.45	1293.520882
320.07	1349.920882
320.54	1416.520882
321.01	1458.420882
321.48	1498.420882
321.95	1563.920882
322.58	1591.920882
323.04	1626.920882
323.51	1655.420882
323.98	1672.320882
324.45	1694.220882
325.07	1706.220882
325.54	1721.220882
326.01	1737.620882
326.48	1748.920882
326.95	1781.520882
327.57	1809.220882
328.04	1860.520882
328.51	1898.720882
328.98	1943.920882
329.45	2044.520882
330.07	2118.420882
330.54	2227.920882
331.01	2311.420882
331.48	2400.320882
331.95	2557.020882
332.57	2700.820882
333.04	2868.420882
333.51	2982.120882
333.97	3118.320882
334.44	3349.920882
335.07	3510.420882
335.53	3703.720882
336	3824.620882
336.47	3929.320882
336.94	4096.420882
337.56	4208.120882
338.03	4297.220882
338.5	4351.120882
338.97	4391.120882
339.43	4406.620882
340.06	4400.420882
340.52	4360.820882
340.99	4334.620882
341.46	4296.020882
341.93	4232.820882
342.55	4191.020882
343.02	4142.320882
343.49	4126.620882
343.95	4122.320882
344.58	4152.320882
345.04	4174.220882
345.51	4264.320882
345.98	4328.720882
346.45	4414.020882
347.07	4643.020882
347.54	4782.520882
348	5057.320882
348.47	5256.220882
348.94	5483.120882
349.56	6021.220882
350.03	6257.120882
350.49	6671.920882
350.96	6943.420882
351.43	7211.620882
352.05	7769.620882
352.52	8073.220882
352.99	8501.720882
353.45	8784.120882
354.07	9190.720882
354.54	9451.420882
355.01	9589.720882
355.47	9715.420882
355.94	9749.620882
356.56	9726.120882
357.03	9605.020882
357.5	9506.520882
357.96	9316.820882
358.43	9173.220882
359.05	8820.620882
359.52	8456.220882
359.99	8241.820882
360.45	7919.120882
361.07	7654.320882
361.54	7426.520882
362.01	7236.520882
362.47	7140.220882
362.94	7017.020882
363.56	6931.820882
364.03	6931.920882
364.49	7005.720882
364.96	7104.120882
365.42	7311.020882
366.05	7588.120882
366.51	7866.220882
366.98	8227.120882
367.44	8495.720882
368.07	9164.920882
368.53	9517.920882
369	10034.32088
369.46	10726.32088
369.93	11196.32088
370.55	12351.32088
371.01	12769.32088
371.48	13437.32088
371.95	14066.32088
372.57	14608.32088
373.03	15277.32088
373.5	15527.32088
373.96	15797.32088
374.43	15915.32088
375.05	15875.32088
375.51	15606.32088
375.98	15457.32088
376.45	15099.32088
377.07	14604.32088
377.53	14159.32088
378	13479.32088
378.46	13151.32088
378.93	12582.32088
379.55	11630.32088
380.01	11166.32088
380.48	10263.32088
380.94	9953.620882
381.56	9241.820882
382.03	8895.020882
382.49	8499.420882
382.96	8010.320882
383.58	7700.620882
384.04	7447.420882
384.51	7347.220882
384.97	7288.220882
385.44	7288.920882
386.05	7348.320882
386.52	7488.520882
386.98	7614.720882
387.45	7778.120882
388.07	8145.420882
388.53	8390.820882
389	8818.620882
389.46	9166.820882
389.93	9559.720882
390.54	10455.32088
391.01	10911.32088
391.47	11694.32088
391.94	12161.32088
392.56	13033.32088
393.02	13608.32088
393.48	14078.32088
393.95	14616.32088
394.57	14929.32088
395.03	15018.32088
395.49	14984.32088
395.96	14880.32088
396.58	14433.32088
397.04	14185.32088
397.5	13732.32088
397.97	13196.32088
398.43	12723.32088
399.05	11692.32088
399.51	11259.32088
399.98	10583.32088
400.44	9928.620882
401.06	9271.320882
401.52	8370.720882
401.99	7984.120882
402.45	7374.220882
403.07	6537.320882
403.53	6072.520882
403.99	5249.720882
404.46	4981.020882
405.08	4256.220882
405.54	3952.520882
406	3652.520882
406.46	3132.020882
406.93	2900.620882
407.55	2456.520882
408.01	2224.920882
408.47	1988.620882
408.93	1636.620882
409.55	1444.320882
410.01	1233.020882
410.48	1118.920882
410.94	1016.620882
411.56	833.6908815
412.02	754.6708815
412.48	635.2508815
412.94	576.5208815
413.56	477.3808815
414.02	402.4108815
414.49	360.5308815
414.95	307.7508815
415.57	262.3208815
416.03	230.8608815
416.49	204.9108815
416.95	182.8008815
417.57	147.8308815
418.03	136.9708815
418.49	121.3208815
418.96	101.5708815
419.57	91.2168815
420.03	76.4888815
420.5	69.7128815
420.96	65.6008815
421.57	53.4678815
422.04	50.2258815
422.5	42.6968815
422.96	38.0748815
423.57	32.2708815
424.04	29.3468815
424.5	26.8098815
424.96	24.5828815
425.58	20.0028815
426.04	19.7588815
426.5	17.4958815
426.96	16.9928815
427.58	12.7428815
428.04	11.7598815
428.5	11.3528815
428.96	10.6408815
429.57	10.6918815
430.04	9.9658815
430.5	5.9308815
430.96	4.3668815
431.57	7.1008815
432.03	4.5798815
432.5	5.9538815
432.96	5.1428815
433.57	4.8108815
434.03	1.8858815
434.49	1.9888815
434.95	1.7698815
435.57	3.7388815
436.03	0.1344815
436.49	1.5898815
436.95	2.5658815
437.56	1.3378815
438.03	1.4788815
438.49	0.0547815
438.95	0.5086815
439.56	0.1382815
440.02	-1.4405185
440.48	1.2293815
440.94	0.8229815
441.56	0.2607815
442.02	1.7098815
442.48	1.1970815
442.94	1.1657815
443.55	-0.6051185
444.01	1.8628815
444.47	0.8362815
444.93	-0.1408185
445.54	-0.4323185
446	-0.5101185
446.46	1.7168815
447.08	1.0878815
447.54	-0.6222185
448	0.3538815
448.46	0.6368815
449.07	-0.1693185
449.53	-0.9241185
449.99	-1.4567185
450.45	0.5627815
451.06	1.2350815
451.52	-0.2965185
451.98	-1.6807185
452.44	-2.3661185
453.05	-1.1225185
453.51	-0.1778185
453.97	1.3167815
454.43	-2.7951185
455.04	-1.2934185
455.5	0.0936815
455.96	-1.9560185
456.57	-1.6532185
457.03	0.8751815
457.49	-0.2025185
457.95	-0.8833185
458.56	-1.2260185
459.02	-0.6051185
459.48	-0.5757185
459.94	-0.2177185
460.55	-0.0012185
461.01	1.9678815
461.47	-0.3677185
461.92	-1.0475185
462.54	-1.0105185
462.99	-1.9503185
463.45	-0.5975185
464.06	-1.7737185
464.52	-1.5459185
464.98	-1.4121185
465.44	-1.2212185
466.05	-1.8108185
466.51	0.3965815
466.97	-1.2905185
467.42	-0.4807185
468.04	-0.4940185
468.49	-1.0095185
468.95	-0.7371185
469.56	-0.3383185
470.02	-2.0111185
470.48	-1.2364185
470.94	0.2076815
471.55	-0.1797185
472	-1.5488185
472.46	-2.1402185
473.07	-0.4171185
473.53	0.0300815
473.99	-1.2136185
474.44	-0.3051185
475.05	-0.5244185
475.51	-0.9573185
475.97	0.2095815
476.43	-0.4940185
477.04	0.3215815
477.49	-2.8074185
477.95	-1.1719185
478.56	-0.6250185
479.02	-3.3589185
479.47	-3.7727185
479.93	-2.2778185
480.54	-3.1140185
481	-3.1216185
481.45	-2.0424185
482.06	-1.3950185
482.52	-2.2664185
482.98	-1.2412185
483.43	-2.1762185
484.04	-3.2915185
484.5	-8.5791185
484.95	-3.1909185
485.56	-1.8592185
486.02	-2.7647185
486.48	-1.9266185
486.93	-1.2098185
487.54	0.8134815
488	-0.2699185
488.45	-0.1456185
489.06	-1.0617185
489.52	-1.6902185
489.97	-2.3480185
490.43	-2.4401185
491.04	-0.8054185
491.49	-1.5564185
491.95	-1.9712185
492.56	-0.7570185
493.01	-1.9294185
493.47	-0.9412185
494.08	0.0908815
494.53	-1.4975185
494.99	-1.7491185
495.44	-1.2279185
496.05	0.2493815
496.51	-1.3171185
496.96	1.2872815
497.57	-1.8620185
498.02	-0.5215185
498.48	0.7925815
498.93	0.1639815
499.54	-1.4908185
500	-1.6219185
500.45	-1.3636185
501.06	0.8371815
